docker_images,rewards,exp_names,num_steps,patch_sizes,exit_reasons,p2p_rates,avg_yes_prob,gt_correct
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13089,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,49,3165,agent_max_step_limit,352,0.8354835452961425,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13343,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,3889,abs_step_limit,130,0.7310585669110202,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-19783,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,1187,abs_step_limit,9,0.022977372209866422,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-19954,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,37,3055,agent,56,0.9046505318875316,True
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-24870,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,22,2267,agent,65,0.5312093733737562,False
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-4629,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,15,505,agent,32,0.9149009509324104,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12308,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,35,2713,agent,20,0.32082129433083023,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14496,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,43,1015,agent_max_step_limit,39,0.7981867729389246,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-22456,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,48,752,agent_max_step_limit,29,0.8175744761936437,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-17084,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,82,3453,token_limit,107,0.7057850278370112,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16612,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,59,4244,agent_max_step_limit,335,0.7772998663336158,True
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14053,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,19,684,agent,5,0.8519528000888386,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11333,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,1524,abs_step_limit,2,0.7772998611746912,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-23412,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,35,1715,agent,46,0.6224593312018545,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11299,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,3592,abs_step_limit,103,0.798186768138228,True
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-12907,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,49,1259,token_limit,13,0.007577240938701753,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-7454,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,65,838,agent_max_step_limit,27,0.0015011821017825377,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-15976,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,19,2668,agent,37,0.5621765008857981,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-19346,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,71,3668,token_limit,40,0.7310585786300049,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11815,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,24,2812,agent,44,0.867035752930664,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14034,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,19,1751,agent,12,0.8519528000888387,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-14711,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,41,767,max_step_limit,2,0.8807970779778824,True
slimshetty/swebench-verified:sweb.eval.x86_64.psf__requests-1724,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,38,948,agent,79,0.880797081106935,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13821,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,98,2830,token_limit,0,0.6224593312018546,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-16597,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,46,1300,agent_max_step_limit,74,0.8354835452961425,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16116,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,72,4075,token_limit,137,0.7310585669110202,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-19040,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,68,0,token_limit,148,0.0005527787254871938,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16901,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,69,3752,token_limit,0,0.010986944684946274,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14349,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,49,647,token_limit,18,0.7310585844894971,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16662,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,31,6786,token_limit,51,0.7981867825403176,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15382,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,4615,abs_step_limit,160,0.03732688988752763,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11603,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,3019,abs_step_limit,58,0.8354835452961425,True
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8548,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,41,906,token_limit,5,0.0003353502267748809,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-13551,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,45,1869,token_limit,0,0.006692852277124519,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13128,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,54,2485,agent_max_step_limit,126,0.06754669583231304,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-26194,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,39,600,token_limit,186,0.017986213449423416,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-11618,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,37,853,agent,4,0.880797068590724,True
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-10908,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,14,902,agent,47,0.8670357683915538,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-12481,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,55,2088,token_limit,7,0.7310585786300049,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-14976,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,93,0,token_limit,13,0.0001795280504496062,False
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-4094,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,40,1294,agent,862,0.7772998714925403,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14155,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,71,3759,token_limit,89,0.6224593382055109,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-9296,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,60,2937,agent_max_step_limit,20,0.7772998714925403,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-10973,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,29,3380,agent,0,0.4378234991142019,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12965,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,61,1601,token_limit,49,0.5926665999540698,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12419,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,2460,abs_step_limit,0,0.7772998611746911,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14373,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,34,2726,agent,19,0.8354835309589073,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14539,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,19,3328,agent,14,0.09534945975773547,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13670,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,96,3957,token_limit,17,0.817574471748733,True
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-13989,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,21,1109,agent,411,0.8354835411997897,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13820,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,2990,abs_step_limit,24,0.5926665999540697,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-20438,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,868,abs_step_limit,0,0.002800926982728534,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14672,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,3253,abs_step_limit,0,0.7772998663336157,True
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13124,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,42,1458,token_limit,59,0.009708477976782487,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14011,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,2808,abs_step_limit,2,0.7549149813536518,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13496,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,45,3248,agent_max_step_limit,19,0.2689414155105029,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15098,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,96,2919,token_limit,87,0.679178699175393,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13439,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,31,1331,agent,40,0.9046505434556231,True
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-9711,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,1062,abs_step_limit,0,0.8354835350552604,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14140,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,40,4103,agent,199,0.7981867705385762,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14351,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,32,0,token_limit,58,0.0009110510434023971,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15277,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,70,2018,agent_max_step_limit,158,0.8519527963298947,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13344,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,19,1909,agent,356,0.320821300824607,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16256,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,55,0,token_limit,53,0.000911051083774558,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11292,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,82,1154,token_limit,31,0.06754669677084987,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14752,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,902,abs_step_limit,0,0.000709670362775123,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15128,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,2996,abs_step_limit,281,0.13296423332632276,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15467,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,2240,abs_step_limit,62,0.8519528000888387,True
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14983,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,44,3173,agent_max_step_limit,104,0.060086655644158424,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-25102,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,32,5129,agent,59,0.26894142722948733,True
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-10051,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,42,3329,agent_max_step_limit,15,0.14804720179063333,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-16450,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,51,1372,token_limit,38,0.017986205882572107,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11740,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,58,0,token_limit,109,0.0004305570830030272,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13933,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,60,4101,token_limit,0,0.004070138244421757,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16333,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,34,3627,token_limit,87,0.7981867873410141,True
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-26342,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,45,1738,agent_max_step_limit,81,0.32082129433083023,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12663,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,64,3909,agent_max_step_limit,135,0.7981867729389246,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-9281,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,53,2476,token_limit,0,0.07585817636504989,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-11578,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,43,2938,agent_max_step_limit,93,0.7772998663336158,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15499,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,2011,abs_step_limit,35,0.8354835371034368,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-22914,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,49,1641,token_limit,17,0.7772998611746912,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12273,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,29,1879,agent,27,0.01406362834751622,False
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-13236,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,91,3725,token_limit,644,0.34864512179822543,False
slimshetty/swebench-verified:sweb.eval.x86_64.pylint-dev__pylint-6903,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,94,3065,token_limit,8,0.6224593312018546,True
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8056,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,0,abs_step_limit,40,8.481105142266345e-05,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15104,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,33,2927,agent,131,0.8670357512127872,True
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-4075,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,48,1345,agent_max_step_limit,958,0.7772998508568417,True
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-10844,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,18,633,agent,16,0.8933094167058151,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15987,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,745,abs_step_limit,52,0.8175744695262775,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-20916,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,735,abs_step_limit,1,0.0011695103416177106,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16877,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,73,2716,token_limit,0,0.004070138610614555,False
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7236,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,42,1664,agent_max_step_limit,50,0.025957358893192575,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-26291,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,24,2650,agent,49,0.8933094103149355,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14771,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,87,2801,token_limit,60,0.0011695101542239254,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-23314,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,69,1005,token_limit,862,0.817574478416099,True
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-25960,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,70,2849,token_limit,131,0.8175744806385543,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13158,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,0,abs_step_limit,29,0.0005527785381980409,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-18698,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,71,635,token_limit,147,0.0035936027256491597,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-26113,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,19,631,agent,812,0.9046505440982948,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12713,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,44,8188,agent_max_step_limit,58,0.880797081106935,True
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-6938,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,15,883,agent,430,0.7981867873410141,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-19637,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,58,1586,token_limit,40,0.017986212659838786,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12304,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,97,1389,token_limit,0,0.002472622667923439,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-21568,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,28,1638,agent,69,0.014063626668751916,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-25973,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,23,906,agent,72,0.8175744695262775,True
slimshetty/swebench-verified:sweb.eval.x86_64.pylint-dev__pylint-4604,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,87,1577,token_limit,0,0.005220126003077934,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11880,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,2388,abs_step_limit,114,0.8519528038477825,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16950,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,72,2425,token_limit,3,0.7772998560157665,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12143,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,64,2687,token_limit,52,0.7549149978955811,True
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7490,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,60,1328,token_limit,78,0.8175744717487329,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16502,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,921,abs_step_limit,0,0.0003799844362074998,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-15345,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,0,abs_step_limit,8,0.00012339453067199209,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-11510,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,33,2878,agent,7,0.5,False
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-14623,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,41,797,max_step_limit,400,0.7057850278370112,True
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15563,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,50,0,token_limit,29,0.0005527785337280568,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14493,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,2391,abs_step_limit,36,0.8519528038477824,True
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14894,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,18,2246,agent,85,0.8670357494949105,True
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-7233,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,53,1889,agent_max_step_limit,189,0.22270014398423357,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8721,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,89,2203,token_limit,3,0.5926665999540698,True
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7432,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,2656,abs_step_limit,0,0.0010322312260633854,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-20801,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,24,0,token_limit,96,0.0008040860226146085,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14404,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,79,3036,token_limit,0,0.0011695105358110116,False
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-10449,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,80,0,token_limit,30,0.0002611903072402605,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-20428,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,45,3066,agent_max_step_limit,154,0.1824255260288117,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-23950,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,90,0,token_limit,4,0.0003353502280725224,False
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-21930,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,53,861,token_limit,45,0.5,False
slimshetty/swebench-verified:sweb.eval.x86_64.psf__requests-2317,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,42,2353,agent_max_step_limit,133,0.7981867825403177,True
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-2905,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,37,602,token_limit,364,0.7981867777396212,True
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-13798,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,29,1435,agent,102,0.20181321745968234,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13568,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,81,3173,token_limit,12,0.7772998560157665,False
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15127,0.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,1721,abs_step_limit,1,0.8670357598021707,False
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13135,1.0,r2egym-qwen3-rl-100-steps-1-attempt-2,100,3041,abs_step_limit,33,0.8933094138654242,True
